Name,Team,AVG,OBP,SLG,OPS,BABIP,wRC+,xBA,wOBA,xwOBA,ERA,ERA-,FIP,xFIP,FIP-,xFIP-,WHIP,SIERA
Matt Mervis,CHC,0.167,0.242,0.289,0.531,0.218,46.0,0.234,0.239,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Moore,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,59.0,3.73,3.95,85.0,92.0,1.16,3.38
Matt Olson,ATL,0.283,0.389,0.604,0.993,0.302,160.0,0.263,0.413,0.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Reynolds,CIN,0.2,0.2,0.2,0.4,0.5,-2.0,0.152,0.177,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Strahm,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,75.0,3.24,3.52,72.0,80.0,1.02,3.1
Matt Thaiss,LAA,0.214,0.319,0.34,0.659,0.272,84.0,0.228,0.295,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Vierling,DET,0.261,0.329,0.388,0.717,0.321,99.0,0.266,0.315,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Waldron,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,105.0,5.46,4.79,126.0,109.0,1.23,4.73
Matt Wallner,MIN,0.249,0.37,0.507,0.877,0.328,144.0,0.233,0.377,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Batten,SDP,0.258,0.355,0.358,0.713,0.33,106.0,0.211,0.321,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Boyd,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,127.0,4.35,4.37,102.0,102.0,1.32,4.25
Matthew Festa,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,98.0,5.81,6.39,139.0,149.0,1.78,6.45
Matthew Liberatore,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,123.0,4.28,5.02,99.0,115.0,1.48,5.05
Mauricio Dubon,HOU,0.278,0.309,0.411,0.72,0.308,97.0,0.274,0.311,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauricio Llovera,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,108.0,4.34,4.79,101.0,111.0,1.46,4.53
Max Castillo,KCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,99.0,5.32,5.83,125.0,136.0,1.43,5.63
Max Fried,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,57.0,3.14,3.1,73.0,71.0,1.13,3.38
Max Kepler,MIN,0.26,0.332,0.484,0.816,0.288,124.0,0.269,0.348,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Muncy,LAD,0.212,0.333,0.475,0.808,0.221,118.0,0.234,0.344,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Scherzer,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,89.0,4.32,4.02,100.0,92.0,1.12,3.77
McKinley Moore,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,430.0,12.26,10.84,273.0,247.0,3.0,8.27
Meibrys Viloria,CLE,0.0,0.25,0.0,0.25,0.0,4.0,0.191,0.174,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Merrill Kelly,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,75.0,3.85,3.83,91.0,88.0,1.19,4.12
Michael A. Taylor,MIN,0.22,0.278,0.442,0.72,0.278,96.0,0.222,0.308,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Brantley,HOU,0.278,0.298,0.426,0.724,0.255,96.0,0.27,0.309,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Busch,LAD,0.167,0.247,0.292,0.539,0.227,49.0,0.174,0.241,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Chavis,WSN,0.242,0.281,0.341,0.622,0.357,68.0,0.235,0.273,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Conforto,SFG,0.239,0.334,0.384,0.718,0.284,100.0,0.244,0.315,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Fulmer,CHC,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,4.42,102.0,4.15,4.18,96.0,95.0,1.33,3.95
Michael Grove,LAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,144.0,4.36,3.92,98.0,89.0,1.48,3.89
Michael Harris II,ATL,0.293,0.331,0.477,0.808,0.334,115.0,0.301,0.345,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Kelly,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,90.0,2.96,4.54,70.0,106.0,1.32,4.58
Michael King,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,66.0,3.13,3.37,72.0,79.0,1.15,3.29
Michael Kopech,CHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,126.0,6.46,5.68,145.0,133.0,1.59,5.41
Michael Lorenzen,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,96.0,4.46,4.68,103.0,108.0,1.21,4.87
Michael Mariot,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,73.0,7.76,5.36,168.0,122.0,1.87,4.97
Michael Massey,KCR,0.229,0.274,0.381,0.655,0.261,73.0,0.259,0.283,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Perez,NYM,0.5,0.5,0.625,1.125,0.571,216.0,0.345,0.486,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Plassmeyer,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.09,502.0,14.16,7.14,316.0,163.0,2.18,4.42
Michael Rucker,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,113.0,4.84,4.22,112.0,96.0,1.44,4.12
Michael Stefanic,LAA,0.29,0.38,0.355,0.735,0.333,109.0,0.243,0.332,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Toglia,COL,0.163,0.224,0.284,0.507,0.218,21.0,0.201,0.225,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Tonkin,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,96.0,4.43,4.3,103.0,98.0,1.09,3.87
Michael Wacha,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,78.0,3.89,4.47,90.0,102.0,1.16,4.43
Mickey Moniak,LAA,0.28,0.307,0.495,0.802,0.397,114.0,0.245,0.339,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Amaya,CHC,0.214,0.329,0.359,0.688,0.264,94.0,0.226,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Andujar,PIT,0.25,0.3,0.476,0.776,0.254,105.0,0.265,0.33,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Cabrera,DET,0.257,0.322,0.353,0.675,0.317,88.0,0.239,0.299,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Castro,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,98.0,4.31,4.26,102.0,97.0,1.18,4.12
Miguel Diaz,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,15.0,2.04,3.69,48.0,86.0,0.93,3.46
Miguel Rojas,LAD,0.236,0.29,0.322,0.612,0.255,69.0,0.251,0.271,0.291,6.0,141.0,5.26,8.01,119.0,183.0,1.33,6.84
Miguel Vargas,LAD,0.195,0.305,0.367,0.672,0.224,85.0,0.211,0.295,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Baumann,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,90.0,4.4,4.81,104.0,112.0,1.31,4.55
Mike Brosseau,MIL,0.205,0.256,0.397,0.654,0.224,74.0,0.196,0.281,0.261,3.86,88.0,10.11,7.38,229.0,168.0,0.86,7.53
Mike Clevinger,CHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,87.0,4.28,5.15,96.0,120.0,1.23,4.81
Mike Ford,SEA,0.228,0.323,0.475,0.798,0.276,123.0,0.199,0.343,0.312,18.0,439.0,17.76,10.54,426.0,246.0,3.0,8.34
Mike Mayers,KCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15,138.0,5.08,5.18,119.0,121.0,1.67,5.16
Mike Moustakas,- - -,0.247,0.293,0.392,0.685,0.296,77.0,0.213,0.294,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Siani,- - -,0.0,0.167,0.0,0.167,0.0,-26.0,0.149,0.116,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Soroka,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,144.0,6.56,4.68,152.0,107.0,1.48,4.59
Mike Tauchman,CHC,0.252,0.363,0.377,0.739,0.313,107.0,0.265,0.33,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Trout,LAA,0.263,0.367,0.49,0.858,0.335,134.0,0.272,0.368,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Yastrzemski,SFG,0.233,0.33,0.445,0.775,0.286,112.0,0.231,0.333,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Zunino,CLE,0.177,0.271,0.306,0.578,0.317,64.0,0.158,0.261,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles Mastrobuoni,CHC,0.241,0.308,0.301,0.609,0.31,71.0,0.259,0.275,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles Mikolas,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,112.0,4.27,4.76,99.0,109.0,1.32,4.81
Mitch Garver,TEX,0.27,0.37,0.5,0.87,0.313,138.0,0.252,0.374,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Haniger,SFG,0.209,0.266,0.365,0.631,0.27,73.0,0.244,0.274,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Keller,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,95.0,3.8,3.7,87.0,85.0,1.25,3.83
Mitch White,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.11,168.0,4.91,5.99,113.0,140.0,1.74,5.1
Mookie Betts,LAD,0.307,0.408,0.579,0.987,0.316,167.0,0.295,0.416,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mychal Givens,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,269.0,7.51,8.33,178.0,195.0,2.5,8.79
Myles Straw,CLE,0.238,0.301,0.297,0.597,0.295,69.0,0.241,0.268,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabil Crismatt,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.31,201.0,6.26,4.91,145.0,112.0,2.0,4.64
Nate Eaton,KCR,0.075,0.125,0.075,0.2,0.125,-53.0,0.182,0.101,0.204,0.0,0.0,1.26,1.26,29.0,29.0,2.0,0.99
Nate Pearson,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,115.0,4.85,5.04,111.0,118.0,1.27,4.28
Nathan Eovaldi,TEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,83.0,3.88,3.96,88.0,92.0,1.14,4.18
Nathan Lukes,TOR,0.192,0.29,0.308,0.598,0.278,67.0,0.209,0.266,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathaniel Lowe,TEX,0.262,0.36,0.414,0.775,0.329,114.0,0.26,0.34,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson Cruz,SDP,0.245,0.283,0.399,0.681,0.323,85.0,0.24,0.291,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson Velazquez,- - -,0.235,0.302,0.586,0.888,0.221,132.0,0.256,0.369,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nestor Cortes,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,119.0,4.49,4.84,104.0,113.0,1.25,4.35
Nicholas Padilla,CHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79,134.0,4.11,2.74,92.0,64.0,2.14,3.31
Nick Ahmed,ARI,0.212,0.257,0.303,0.56,0.278,51.0,0.225,0.247,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Allen,OAK,0.221,0.263,0.287,0.55,0.253,55.0,0.218,0.245,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Anderson,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,69.0,3.09,3.76,72.0,86.0,1.1,3.47
Nick Burdi,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,208.0,3.59,6.34,83.0,145.0,2.0,5.5
Nick Castellanos,PHI,0.272,0.311,0.476,0.788,0.337,109.0,0.259,0.335,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Fortes,MIA,0.204,0.263,0.299,0.562,0.234,53.0,0.215,0.251,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Gonzales,PIT,0.209,0.268,0.348,0.616,0.278,64.0,0.201,0.268,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Gordon,MIN,0.176,0.185,0.319,0.503,0.179,30.0,0.247,0.213,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Hernandez,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,290.0,10.26,8.13,237.0,185.0,2.33,5.58
Nick Lodolo,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29,137.0,5.79,3.78,125.0,86.0,1.75,3.46
Nick Loftin,KCR,0.323,0.368,0.435,0.803,0.392,118.0,0.245,0.348,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Madrigal,CHC,0.263,0.311,0.352,0.663,0.283,83.0,0.273,0.294,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Martinez,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,83.0,3.92,3.79,91.0,87.0,1.26,3.91
Nick Martini,CIN,0.264,0.329,0.583,0.912,0.255,136.0,0.255,0.382,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Maton,DET,0.173,0.288,0.305,0.593,0.206,67.0,0.192,0.268,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Mears,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,74.0,4.08,5.63,88.0,129.0,1.45,5.01
Nick Nelson,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,38.0,5.69,4.81,127.0,110.0,0.75,4.92
Nick Pivetta,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,89.0,3.96,3.55,92.0,83.0,1.12,3.36
Nick Pratto,KCR,0.232,0.307,0.353,0.66,0.388,79.0,0.207,0.292,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Ramirez,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,63.0,2.94,4.45,68.0,104.0,1.23,4.28
Nick Robertson,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04,137.0,3.88,3.91,89.0,91.0,1.75,3.76
Nick Sandlin,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,89.0,4.96,4.12,117.0,96.0,1.03,3.69
Nick Senzel,CIN,0.236,0.297,0.399,0.696,0.269,83.0,0.244,0.302,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Vespi,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,103.0,4.41,4.33,105.0,101.0,1.23,4.18
Nick Wittgren,KCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,111.0,4.36,5.46,102.0,127.0,1.41,5.05
Nicky Lopez,- - -,0.231,0.326,0.307,0.632,0.276,77.0,0.231,0.288,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicky Lopez,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71,174.0,11.4,10.08,264.0,230.0,2.57,8.55
Nico Hoerner,CHC,0.283,0.346,0.383,0.729,0.312,102.0,0.272,0.322,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Davis,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,173.0,6.02,5.35,130.0,122.0,1.93,5.08
Noah Syndergaard,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,153.0,6.2,5.21,143.0,120.0,1.39,5.07
Noelvi Marte,CIN,0.316,0.366,0.456,0.822,0.384,120.0,0.296,0.357,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nolan Arenado,STL,0.266,0.315,0.459,0.774,0.279,107.0,0.264,0.327,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nolan Gorman,STL,0.236,0.328,0.478,0.805,0.296,118.0,0.238,0.345,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nolan Jones,COL,0.297,0.389,0.542,0.931,0.401,135.0,0.247,0.395,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nolan Schanuel,LAA,0.275,0.402,0.33,0.732,0.326,112.0,0.28,0.336,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Ortega,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,102.0,4.76,5.46,113.0,128.0,1.23,4.63
Omar Narvaez,NYM,0.211,0.283,0.297,0.58,0.245,64.0,0.252,0.259,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oneil Cruz,PIT,0.25,0.375,0.375,0.75,0.292,109.0,0.213,0.335,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando Arcia,ATL,0.264,0.321,0.42,0.741,0.301,99.0,0.246,0.321,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar Colas,CHW,0.216,0.257,0.314,0.571,0.281,53.0,0.222,0.249,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar Gonzalez,CLE,0.214,0.239,0.312,0.551,0.278,49.0,0.237,0.239,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar Mercado,STL,0.29,0.313,0.387,0.7,0.333,91.0,0.269,0.304,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Osleivis Basabe,TBR,0.218,0.277,0.31,0.587,0.295,67.0,0.211,0.262,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Osvaldo Bido,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86,132.0,4.1,4.94,94.0,113.0,1.5,4.63
Oswald Peraza,NYY,0.191,0.267,0.272,0.539,0.256,53.0,0.222,0.246,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oswaldo Cabrera,NYY,0.211,0.275,0.299,0.574,0.26,60.0,0.209,0.256,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Owen Miller,MIL,0.261,0.303,0.371,0.674,0.31,81.0,0.251,0.292,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Owen White,TEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,257.0,9.26,4.41,210.0,103.0,1.75,4.37
Ozzie Albies,ATL,0.28,0.336,0.513,0.849,0.289,124.0,0.266,0.358,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Lopez,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,87.0,3.33,3.28,79.0,77.0,1.15,3.37
Pablo Reyes,BOS,0.287,0.339,0.377,0.716,0.315,93.0,0.269,0.315,0.317,4.5,99.0,9.26,10.91,215.0,255.0,3.5,10.57
Packy Naughton,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,2.85,43.0,65.0,0.6,2.62
Paolo Espino,WSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,564.0,7.26,6.9,164.0,157.0,4.25,5.99
Parker Meadows,DET,0.232,0.331,0.368,0.699,0.302,94.0,0.248,0.308,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parker Mushinski,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,130.0,7.28,4.42,172.0,103.0,1.57,3.65
Patrick Bailey,SFG,0.233,0.285,0.359,0.644,0.314,78.0,0.247,0.282,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Corbin,WSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,118.0,5.28,4.76,119.0,109.0,1.48,5.01
Patrick Sandoval,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,94.0,4.18,4.61,95.0,108.0,1.51,5.0
Patrick Wisdom,CHC,0.205,0.289,0.5,0.789,0.237,109.0,0.217,0.333,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Blackburn,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,108.0,3.96,4.33,95.0,101.0,1.54,4.5
Paul DeJong,- - -,0.207,0.258,0.355,0.612,0.264,66.0,0.218,0.266,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Goldschmidt,STL,0.268,0.363,0.447,0.81,0.327,122.0,0.267,0.35,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Sewald,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,74.0,3.57,3.76,85.0,87.0,1.15,3.23
Pavin Smith,ARI,0.188,0.317,0.325,0.642,0.209,81.0,0.223,0.293,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Avila,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,78.0,3.67,3.88,85.0,89.0,1.35,4.05
Penn Murfee,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,31.0,4.26,4.15,102.0,97.0,1.07,4.64
Pete Alonso,NYM,0.217,0.318,0.504,0.821,0.205,121.0,0.244,0.346,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pete Crow-Armstrong,CHC,0.0,0.176,0.0,0.176,0.0,-32.0,0.138,0.123,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pete Fairbanks,TBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,63.0,2.7,2.83,66.0,66.0,1.01,2.82
Peter Lambert,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,106.0,5.44,4.92,118.0,112.0,1.39,4.62
Peter Solomon,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15,277.0,7.01,7.29,165.0,166.0,2.1,6.97
Peter Strzelecki,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,100.0,3.93,4.75,90.0,109.0,1.22,3.93
Peyton Battenfield,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,124.0,5.36,4.83,127.0,113.0,1.33,4.85
Peyton Burdick,MIA,0.182,0.27,0.333,0.604,0.357,65.0,0.146,0.269,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Bickford,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,117.0,4.46,5.05,102.0,115.0,1.46,4.47
Phil Maton,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,71.0,3.74,4.24,88.0,99.0,1.12,3.63
Pierce Johnson,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,81.0,3.89,3.27,86.0,75.0,1.48,3.27
Prelander Berroa,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,6.05,121.0,141.0,1.8,7.96
Quinn Priester,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,174.0,6.74,5.1,154.0,117.0,1.7,5.31
Rafael Devers,BOS,0.271,0.351,0.5,0.851,0.292,124.0,0.28,0.359,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Montero,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,120.0,4.46,4.1,106.0,96.0,1.53,3.76
Rafael Ortega,NYM,0.219,0.341,0.272,0.613,0.3,83.0,0.211,0.288,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raimel Tapia,- - -,0.236,0.317,0.338,0.655,0.302,80.0,0.228,0.293,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raisel Iglesias,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,62.0,3.26,3.31,75.0,76.0,1.19,3.06
Ramon Laureano,- - -,0.224,0.304,0.371,0.676,0.301,91.0,0.23,0.298,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramon Urias,BAL,0.264,0.328,0.375,0.703,0.355,99.0,0.223,0.31,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randal Grichuk,- - -,0.267,0.321,0.459,0.779,0.309,100.0,0.26,0.333,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Arozarena,TBR,0.254,0.364,0.425,0.789,0.31,126.0,0.242,0.347,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Vasquez,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,68.0,4.98,5.27,115.0,123.0,1.27,4.93
