Name,Team,AVG,OBP,SLG,OPS,BABIP,wRC+,xBA,wOBA,xwOBA,ERA,ERA-,FIP,xFIP,FIP-,xFIP-,WHIP,SIERA
James Paxton,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,99.0,4.68,3.98,109.0,93.0,1.31,4.11
Jameson Taillon,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,112.0,4.61,4.49,106.0,102.0,1.28,4.34
Janson Junk,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,112.0,4.48,4.06,102.0,93.0,1.36,4.32
Jared Shuster,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81,131.0,5.38,6.13,125.0,140.0,1.5,6.12
Jared Triolo,PIT,0.298,0.388,0.398,0.785,0.44,118.0,0.25,0.35,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Walsh,LAA,0.125,0.216,0.279,0.494,0.164,33.0,0.147,0.222,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Young,CHC,0.186,0.255,0.465,0.72,0.214,88.0,0.191,0.302,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarred Kelenic,SEA,0.253,0.327,0.419,0.746,0.359,108.0,0.263,0.321,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarren Duran,BOS,0.295,0.346,0.482,0.828,0.381,120.0,0.266,0.354,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Adam,TBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,73.0,3.99,3.81,97.0,89.0,1.01,3.19
Jason Delay,PIT,0.251,0.319,0.347,0.666,0.333,82.0,0.214,0.296,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Foley,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,61.0,2.73,3.51,64.0,82.0,1.16,3.47
Jason Heyward,LAD,0.269,0.34,0.473,0.813,0.291,121.0,0.247,0.348,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Vosler,CIN,0.161,0.2,0.371,0.571,0.206,42.0,0.157,0.241,0.216,4.5,98.0,3.26,8.22,71.0,188.0,2.5,6.84
Jasson Dominguez,NYY,0.258,0.303,0.677,0.98,0.211,162.0,0.286,0.403,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Assad,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,70.0,4.29,4.35,99.0,99.0,1.23,4.41
Javier Baez,DET,0.222,0.267,0.325,0.593,0.274,61.0,0.238,0.261,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javy Guerra,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05,142.0,6.88,7.5,162.0,173.0,2.02,7.37
Jay Jackson,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,50.0,4.2,4.29,96.0,100.0,0.91,3.89
Jazz Chisholm Jr.,MIA,0.25,0.304,0.457,0.761,0.318,103.0,0.224,0.325,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean Segura,MIA,0.219,0.277,0.279,0.556,0.251,52.0,0.237,0.25,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Brigham,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,126.0,5.96,4.88,138.0,111.0,1.17,4.07
Jeff Hoffman,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,55.0,2.57,3.24,57.0,74.0,0.92,2.99
Jeff Lindgren,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,117.0,4.68,7.75,109.0,177.0,1.14,8.12
Jeff McNeil,NYM,0.27,0.333,0.378,0.711,0.288,100.0,0.246,0.314,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeffrey Springs,TBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,14.0,1.82,1.94,44.0,45.0,0.5,2.23
Jeimer Candelario,- - -,0.251,0.336,0.471,0.807,0.292,117.0,0.233,0.346,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremiah Estrada,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,156.0,9.07,6.67,209.0,152.0,2.25,6.11
Jeremy Pena,HOU,0.263,0.324,0.381,0.705,0.323,96.0,0.254,0.31,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Chavez,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,35.0,3.05,3.4,71.0,78.0,1.1,3.35
Jesse Scholtens,CHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29,123.0,5.31,5.28,119.0,123.0,1.53,5.11
Jesse Winker,MIL,0.199,0.32,0.247,0.567,0.278,65.0,0.201,0.269,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesus Aguilar,OAK,0.221,0.281,0.385,0.665,0.261,81.0,0.184,0.282,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesus Luzardo,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,81.0,3.55,3.72,82.0,85.0,1.21,3.69
Jesus Sanchez,MIA,0.253,0.327,0.45,0.777,0.321,109.0,0.268,0.334,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeter Downs,WSN,0.4,0.667,0.4,1.067,0.5,224.0,0.419,0.505,0.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeurys Familia,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,157.0,7.2,6.85,173.0,160.0,2.05,6.78
Jhoan Duran,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,58.0,3.21,2.75,76.0,64.0,1.14,2.78
Jhonathan Diaz,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29,236.0,5.97,8.57,136.0,200.0,2.86,6.95
Jhony Brito,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,102.0,4.74,4.66,109.0,109.0,1.22,4.51
Ji Hwan Bae,PIT,0.231,0.296,0.311,0.608,0.31,66.0,0.224,0.272,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ji-Man Choi,- - -,0.163,0.239,0.385,0.624,0.169,65.0,0.235,0.267,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Cordero,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,92.0,3.07,3.29,71.0,77.0,1.07,3.26
Jimmy Herget,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,107.0,5.63,5.06,128.0,118.0,1.41,4.33
Jimmy Lambert,CHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,122.0,6.2,4.9,139.0,114.0,1.62,4.39
Jimmy Yacabonis,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59,158.0,5.08,5.24,118.0,120.0,1.46,4.78
Jo Adell,LAA,0.207,0.258,0.448,0.706,0.3,86.0,0.166,0.299,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JoJo Romero,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,86.0,2.22,2.68,52.0,61.0,1.06,2.76
Joan Adon,WSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,147.0,4.98,4.92,112.0,112.0,1.63,4.89
Joc Pederson,SFG,0.235,0.348,0.416,0.764,0.268,111.0,0.263,0.331,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Barlow,TEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,106.0,5.32,5.88,121.0,137.0,1.55,5.08
Joe Boyle,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,41.0,3.13,4.59,75.0,107.0,0.81,4.37
Joe Jacques,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,112.0,4.53,4.86,105.0,113.0,1.58,4.12
Joe Jimenez,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,68.0,3.59,3.6,83.0,82.0,1.15,3.02
Joe Kelly,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,95.0,2.72,2.61,61.0,61.0,1.19,2.79
Joe LaSorsa,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,101.0,4.11,4.84,94.0,111.0,1.26,4.15
Joe Mantiply,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,105.0,3.84,4.21,91.0,96.0,1.13,4.06
Joe Musgrove,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,74.0,3.52,3.7,82.0,84.0,1.14,3.77
Joe Ryan,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,107.0,4.13,3.76,98.0,88.0,1.17,3.44
Joel Kuhnel,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,127.0,6.18,5.7,144.0,132.0,1.62,5.57
Joel Payamps,MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,58.0,3.48,3.65,79.0,83.0,1.05,3.24
Joely Rodriguez,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55,144.0,4.71,3.4,109.0,79.0,1.73,3.79
Joey Bart,SFG,0.207,0.263,0.264,0.528,0.277,49.0,0.196,0.239,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Estes,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,176.0,8.56,6.83,206.0,159.0,1.4,5.49
Joey Gallo,MIN,0.177,0.301,0.44,0.741,0.244,104.0,0.154,0.32,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Krehbiel,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,43.0,5.06,4.77,120.0,111.0,0.8,4.2
Joey Lucchesi,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,69.0,4.22,5.02,98.0,115.0,1.31,5.15
Joey Meneses,WSN,0.275,0.321,0.401,0.722,0.329,96.0,0.241,0.314,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Ortiz,BAL,0.212,0.206,0.242,0.448,0.28,17.0,0.248,0.192,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Votto,CIN,0.202,0.314,0.433,0.747,0.212,98.0,0.19,0.326,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Wendle,MIA,0.212,0.248,0.306,0.554,0.264,47.0,0.231,0.242,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Wentz,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,161.0,5.81,5.13,137.0,120.0,1.68,4.84
Joey Wiemer,MIL,0.204,0.283,0.362,0.645,0.258,75.0,0.21,0.284,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johan Camargo,SFG,0.222,0.3,0.222,0.522,0.286,55.0,0.358,0.248,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johan Oviedo,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,97.0,4.49,4.87,103.0,111.0,1.37,4.92
Johan Rojas,PHI,0.302,0.342,0.43,0.771,0.41,109.0,0.247,0.335,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Brebbia,SFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,95.0,3.93,4.23,94.0,97.0,1.17,3.64
John Curtiss,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,110.0,4.83,4.95,112.0,113.0,1.27,4.6
John Justice,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59,170.0,5.03,6.16,109.0,141.0,3.0,6.01
John King,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,83.0,3.68,3.92,85.0,90.0,1.47,3.75
John McMillon,KCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,51.0,2.51,0.91,59.0,21.0,0.25,0.23
John Means,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,64.0,5.24,5.91,124.0,138.0,0.72,6.0
John Schreiber,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,85.0,4.52,4.48,105.0,105.0,1.41,4.16
Johnny Cueto,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02,137.0,7.02,5.2,163.0,119.0,1.26,4.93
Jon Berti,MIA,0.294,0.344,0.405,0.748,0.349,103.0,0.28,0.325,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Gray,TEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,94.0,4.47,4.36,101.0,102.0,1.29,4.48
Jon Heasley,KCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,162.0,6.99,5.08,164.0,119.0,1.27,4.81
Jon Singleton,- - -,0.165,0.267,0.264,0.53,0.194,51.0,0.216,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonah Bride,OAK,0.17,0.286,0.205,0.49,0.221,50.0,0.239,0.237,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonah Heim,TEX,0.258,0.317,0.438,0.755,0.289,103.0,0.254,0.324,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Aranda,TBR,0.23,0.34,0.368,0.708,0.327,102.0,0.193,0.312,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Arauz,NYM,0.136,0.203,0.288,0.491,0.132,35.0,0.185,0.217,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Bowlan,KCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,67.0,5.59,4.01,131.0,94.0,1.67,3.87
Jonathan Davis,MIA,0.244,0.307,0.378,0.685,0.328,85.0,0.25,0.298,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Hernandez,TEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,123.0,4.55,4.63,103.0,108.0,1.58,4.1
Jonathan India,CIN,0.244,0.338,0.407,0.746,0.281,99.0,0.25,0.327,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Loaisiga,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,73.0,4.56,5.05,105.0,118.0,0.85,4.7
Jonathan Ornelas,TEX,0.143,0.25,0.143,0.393,0.333,18.0,0.114,0.201,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Schoop,DET,0.213,0.278,0.272,0.55,0.287,53.0,0.23,0.249,0.281,0.0,0.0,1.76,4.24,41.0,99.0,0.75,3.97
Jonny Deluca,LAD,0.262,0.311,0.429,0.74,0.281,102.0,0.216,0.32,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Balazovic,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,105.0,6.01,5.31,142.0,124.0,1.56,5.18
Jordan Diaz,OAK,0.221,0.273,0.364,0.637,0.258,78.0,0.225,0.278,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Hicks,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,77.0,3.22,3.36,74.0,78.0,1.36,3.45
Jordan Lawlar,ARI,0.129,0.206,0.129,0.335,0.2,-4.0,0.143,0.166,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Luplow,- - -,0.208,0.322,0.325,0.647,0.292,83.0,0.191,0.29,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Luplow,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,320.0,15.26,10.47,361.0,244.0,0.75,8.64
Jordan Lyles,KCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28,141.0,5.62,5.34,132.0,125.0,1.24,5.15
Jordan Montgomery,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,74.0,3.56,4.01,82.0,92.0,1.19,4.23
Jordan Romano,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,69.0,3.46,4.01,79.0,94.0,1.22,3.52
Jordan Walker,STL,0.276,0.342,0.445,0.787,0.331,116.0,0.268,0.341,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Weems,WSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,82.0,4.9,4.64,111.0,106.0,1.21,4.16
Jordan Westburg,BAL,0.26,0.311,0.404,0.715,0.336,97.0,0.257,0.309,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Wicks,CHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,102.0,4.7,4.3,108.0,98.0,1.27,4.83
Jordyn Adams,LAA,0.128,0.125,0.128,0.253,0.208,-44.0,0.179,0.11,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Alcala,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23,147.0,7.06,5.51,167.0,129.0,1.38,4.93
Jorge Alfaro,- - -,0.146,0.212,0.292,0.503,0.188,23.0,0.206,0.223,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Lopez,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,139.0,5.76,4.69,136.0,109.0,1.51,4.35
Jorge Mateo,BAL,0.217,0.267,0.34,0.607,0.267,67.0,0.24,0.265,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Polanco,MIN,0.255,0.335,0.454,0.789,0.31,118.0,0.252,0.34,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Soler,MIA,0.25,0.341,0.512,0.853,0.272,126.0,0.262,0.361,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose A. Ferrer,WSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,115.0,4.55,4.09,103.0,93.0,1.47,4.16
Jose Abreu,HOU,0.237,0.296,0.383,0.68,0.276,86.0,0.243,0.295,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Altuve,HOU,0.311,0.393,0.522,0.915,0.348,154.0,0.248,0.393,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Alvarado,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,40.0,2.41,2.34,54.0,54.0,1.16,2.68
Jose Azocar,SDP,0.231,0.278,0.363,0.641,0.292,78.0,0.261,0.28,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Barrero,CIN,0.218,0.295,0.323,0.619,0.307,65.0,0.217,0.276,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Berrios,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,87.0,3.99,4.01,92.0,93.0,1.19,4.08
Jose Butto,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,87.0,4.02,4.9,93.0,112.0,1.33,5.11
Jose Caballero,SEA,0.221,0.343,0.32,0.663,0.285,96.0,0.208,0.305,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Cisnero,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,124.0,4.6,4.2,108.0,98.0,1.48,3.73
Jose Cuas,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,90.0,4.6,4.48,107.0,104.0,1.5,4.24
Jose De Leon,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,111.0,3.83,4.05,91.0,94.0,1.21,3.72
Jose Espada,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,5.26,122.0,120.0,2.0,8.49
Jose Fermin,STL,0.235,0.339,0.255,0.594,0.279,76.0,0.277,0.281,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Hernandez,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,112.0,4.48,4.0,102.0,91.0,1.36,3.65
Jose Herrera,ARI,0.208,0.296,0.257,0.553,0.292,56.0,0.206,0.256,0.258,9.0,205.0,3.26,5.74,77.0,131.0,2.0,5.98
Jose Leclerc,TEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,61.0,3.62,4.72,82.0,110.0,1.14,3.99
Jose Lopez,TBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,110.0,2.76,5.24,67.0,122.0,2.0,4.69
Jose Marte,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68,199.0,8.18,6.66,186.0,156.0,2.25,5.95
Jose Miranda,MIN,0.211,0.263,0.303,0.566,0.235,57.0,0.238,0.252,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Quijada,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,138.0,3.14,5.16,72.0,121.0,1.22,4.29
Jose Quintana,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,86.0,3.52,4.47,82.0,102.0,1.31,4.71
Jose Ramirez,CLE,0.282,0.356,0.475,0.831,0.285,123.0,0.297,0.346,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Rodriguez,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,220.0,3.59,4.69,86.0,109.0,1.33,4.86
Jose Ruiz,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,135.0,6.26,5.22,146.0,120.0,1.65,4.71
Jose Siri,TBR,0.222,0.267,0.494,0.761,0.269,106.0,0.214,0.319,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Soriano,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,84.0,3.97,3.79,90.0,89.0,1.33,3.62
Jose Suarez,LAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,190.0,7.32,6.16,167.0,144.0,1.96,5.65
Jose Tena,CLE,0.226,0.294,0.29,0.584,0.389,66.0,0.169,0.264,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Trevino,NYY,0.21,0.257,0.312,0.57,0.221,58.0,0.245,0.252,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Urena,- - -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,136.0,7.28,5.46,160.0,126.0,1.61,5.63
Jose Urquidy,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29,125.0,5.38,5.45,127.0,127.0,1.43,5.24
Josh Bell,- - -,0.247,0.325,0.419,0.744,0.287,105.0,0.263,0.323,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Donaldson,- - -,0.152,0.249,0.418,0.667,0.115,78.0,0.204,0.284,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Donaldson,NYY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,6.56,75.0,153.0,0.0,7.57
Josh Fleming,TBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,115.0,5.66,4.51,137.0,105.0,1.45,4.7
Josh Hader,SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,31.0,2.69,3.52,62.0,80.0,1.1,3.15
Josh Harrison,PHI,0.204,0.263,0.291,0.554,0.229,51.0,0.229,0.248,0.278,27.0,614.0,6.86,9.83,153.0,224.0,6.0,8.0
Josh Jung,TEX,0.266,0.315,0.467,0.781,0.34,110.0,0.256,0.334,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Lester,BAL,0.182,0.217,0.182,0.399,0.267,11.0,0.199,0.184,0.211,0.0,0.0,4.26,9.22,101.0,215.0,2.0,8.09
Josh Lowe,TBR,0.292,0.335,0.5,0.835,0.357,131.0,0.277,0.354,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Naylor,CLE,0.308,0.354,0.489,0.842,0.326,128.0,0.29,0.354,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Palacios,PIT,0.239,0.279,0.413,0.692,0.269,83.0,0.257,0.297,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Rojas,- - -,0.245,0.303,0.338,0.641,0.313,78.0,0.227,0.284,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Rojas,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,411.0,3.76,7.06,89.0,161.0,3.5,6.27
Josh Sborz,TEX,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,5.5,126.0,3.75,3.19,85.0,74.0,1.15,3.05
Josh Smith,TEX,0.185,0.304,0.328,0.633,0.222,78.0,0.21,0.287,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Staumont,KCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,121.0,3.76,4.51,88.0,105.0,1.45,4.36
Josh Taylor,KCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15,183.0,4.78,3.34,112.0,78.0,1.75,3.38
Josh Walker,NYM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,194.0,5.26,5.14,122.0,117.0,1.8,4.51
Josh Winckowski,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,63.0,3.91,3.89,91.0,91.0,1.42,3.84
Josh Winder,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,98.0,3.98,5.0,94.0,117.0,1.41,4.63
Josiah Gray,WSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,89.0,4.93,5.12,111.0,117.0,1.46,5.08
